Index,TimeEpoch,RUL_Percent,Vce,Ic,PackageTemp,HeatsinkTemp,TempDiff,PowerLoss,ThermalResistance,SupplyVoltage,Transient_Vge_mean,Transient_Vce_mean,Transient_Ic_mean,Transient_Vge_max,Transient_Vce_max,Transient_Ic_max,Transient_Block_ID
1,3291768606.481,100,0.604841572394747,2.91775201808375,46.7219972619572,129.32991027832,-82.6079130163631,1.76477771847572,-46.8092452389492,3.91429159020282,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
2,3291768606.766,99.9976048477881,0.630416549518555,3.11606799423692,47.2111044704113,129.32991027832,-82.1188058079091,1.96442083299204,-41.803061965512,3.93662101578073,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
3,3291768606.974,99.9952096955762,0.63100075224633,3.14216220168241,47.2823651234947,129.326416015625,-82.0440508921303,1.98270671294158,-41.3798220163426,3.93993148300663,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
4,3291768607.18,99.9928145433642,0.631195486877333,3.14216220168234,47.5641686152488,129.326416015625,-81.7622474003762,1.98331860073843,-41.2249687820879,3.94194372779877,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
5,3291768607.382,99.9904193911523,0.633337552745417,3.1430320085975,47.7941461776907,129.32991027832,-81.5357641006296,1.99060020052566,-40.9603917848991,3.94382615035158,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
6,3291768607.588,99.9880242389404,0.641581268701411,3.14912065700333,48.0403193434552,129.333419799805,-81.2931004563495,2.02041682641402,-40.2358064898095,3.94512437280459,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
7,3291768607.793,99.9856290867285,0.630870934378678,3.14129239476738,48.4160573338711,129.322906494141,-80.9068491602695,1.98175006824353,-40.8259600727447,3.94454017270042,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
8,3291768607.999,99.9832339345165,0.629767445824505,3.15173007774912,48.8241865311064,129.336929321289,-80.5127427901827,1.98485700099233,-40.5634978993098,3.94583839515477,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
9,3291768608.199,99.9808387823046,0.631130578868529,3.13172451870269,49.3554023128283,129.343933105469,-79.9885307926405,1.9765271083456,-40.4692303257065,3.94583839515477,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
10,3291768608.465,99.9784436300927,0.630416556837951,3.16042814690185,49.9773134736541,129.32991027832,-79.3525968046662,1.99238623050361,-39.8279186985791,3.94616295076874,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
11,3291768608.911,99.9760484778808,0.628858690795218,3.15694891924055,51.0688971303867,129.336929321289,-78.2680321909023,1.98527476426099,-39.4242820187348,3.94921377544203,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
12,3291768609.115,99.9736533256688,0.627625381623575,3.15868853307109,51.8689599332475,129.347442626953,-77.4784826937056,1.98247309599876,-39.0817322313635,3.94843484007082,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
13,3291768609.334,99.9712581734569,0.629767446562098,3.15173007774898,52.4260886884143,129.333419799805,-76.9073311113904,1.98485700331694,-38.747038694913,3.94661732862857,3.80909836433102,3.19396070753843,0.00778375047823363,10.1562503168,11.9374991872,0.04687500288,1
